OTU,ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1,ARMS_Crete_1HERP_20190612_20200618_MF90_r1,ARMS_Crete_1HERP_20190612_20200618_SF_r1,ARMS_Crete_2UBPC_20190924_20201211_MF500_r1,ARMS_Crete_2UBPC_20190924_20201211_MF90_r1,ARMS_Crete_2UBPC_20190924_20201211_SF_r1,ARMS_Gdynia_GDY1_20190619_20191029_MF500_r1,ARMS_Getxo_G2_20190624_20191016_MF100_r1,ARMS_Laeso_Laeso1_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso1_20190819_20200811_MF500_r1,ARMS_Laeso_Laeso1_20190819_20200811_SF40_r1,ARMS_Laeso_Laeso2_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso2_20190819_20200811_SF40_r1,ARMS_Laeso_Laeso3_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso3_20190819_20200811_MF500_r1,ARMS_Laeso_Laeso3_20190819_20200811_SF40_r1,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40_r1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100_r1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500_r1,ARMS_Crete_1HERP_20190612_20191011_MF500_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40_r1,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH_r1,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH_r1,ARMS_Svalbard_S1_20190806_20200804_MF100_r1,ARMS_Svalbard_S1_20190806_20200804_MF500_r1,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH_r1,ARMS_Svalbard_S2_20190805_20200801_SF40_r1,ARMS_Vigo_TorallaA_20190625_20191014_SF40_r1,ARMS_Crete_1HERP_20190612_20191011_MF90_r1,ARMS_Crete_1HERP_20190612_20191011_SF_r1,ARMS_Crete_1HERP_20190612_20200210_MF500_r1,ARMS_Crete_1HERP_20190612_20200210_MF90_r1,ARMS_Crete_1HERP_20190612_20200210_SF_r1,ARMS_Crete_1HERP_20190612_20200618_MF500_r1,Classification,TAXON:NCBI_TAX_ID
Otu577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;NA;NA;NA;NA,Oblongichytrida:2699530
Otu751,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Rimostrombidium;NA;NA;NA,Rimostrombidium:415604
Otu754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;NA;NA;NA;NA,Ventrifissuridae:1938506
Otu755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;NA;NA;NA;NA;NA,Eugregarinorida:35087
Otu209,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Condylostomatidae;Condylostentor;auriculatus;NA;NA;Condylostentor_auriculatus,Condylostentor_auriculatus:512344
Otu206,0,0,0,0,0,0,111,0,17,1,3,0,15,0,0,0,0,19,1,0,0,0,0,2,0,13,0,128,2,0,0,3,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;NA;NA;NA;NA,Syndiniales:88547
Otu207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu204,0,0,0,0,0,0,0,0,3,148,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;NA;NA;NA;NA;NA,Suctoria:39462
Otu205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Blixaea;NA;NA;NA,Blixaea:2137602
Otu202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,130,0,14,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;NA;NA;NA;NA;NA;NA,Nemertea:6217
Otu203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Branchiomma;NA;NA;NA;NA;NA,Branchiomma:431177
Otu201,0,0,0,0,0,0,0,0,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,10,0,36,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu682,0,0,0,0,0,0,0,0,1,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu683,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Cephaloidophora;NA;NA;NA,Cephaloidophora:947084
Otu681,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Amphiascoides;NA;NA;NA,Amphiascoides:324871
Otu686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Tubificoides;amplivasatus;NA;NA;NA;Tubificoides_amplivasatus,Tubificoides_amplivasatus:251504
Otu687,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;Thaumatomonadidae;Thaumatomastix;NA;NA;NA,Thaumatomastix:188975
Otu684,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-3;NA;NA;NA;NA,Syndiniales:88547
Otu688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;Prosorhochmus;NA;NA;NA;NA;NA,Prosorhochmus:166021
Otu689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Eurysyllis;NA;NA;NA;NA;NA,Eurysyllis:418319
Otu372,0,0,0,0,0,0,1,0,0,0,5,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;NA;NA;NA;NA;NA,Chytridiomycota:4761
Otu376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;NA;NA;NA;NA;NA,Demospongiae:6042
Otu377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,Metazoa:33208
Otu374,0,0,0,0,0,0,1,0,27,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Pleurosigma;NA;NA;NA;NA,Pleurosigma:197752
Otu375,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,66,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu378,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;PHYLL;NA;NA;NA;NA,Suctoria:39462
Otu379,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Postmecynostomum;pictum;NA;Postmecynostomum_pictum,Postmecynostomum_pictum:90926
Otu703,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;NA;NA;NA;NA,Saccharomycetales:4892
Otu702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;NA;NA;NA;NA;NA,Enoplea:119088
Otu700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu198,0,0,0,0,0,0,1,0,3,0,5,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu199,0,0,0,0,0,0,0,0,141,120,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa;NA;NA;NA;NA;NA,Scyphozoa:6142
Otu196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu197,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;NA;NA;NA;NA,Labyrinthulaceae:35132
Otu194,0,0,0,4,0,0,0,0,6,0,0,0,0,1,0,0,0,171,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudanthessius;NA;NA;NA,Pseudanthessius:298443
Otu195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;sensimae;NA;NA;NA;Selenidium1_sensimae,Apicomplexa:5794
Otu192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,14,0,0,0,0,0,190,18,0,35,0,0,4,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Bryocamptus;NA;NA;NA,Bryocamptus:298465
Otu193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,144,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Pylopaguridium;NA;NA;NA,Pylopaguridium:1377949
Otu191,0,0,0,0,0,0,0,0,1,1,0,0,155,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Cylindrostoma;NA;NA;NA,Cylindrostoma:79791
Otu705,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Synhymenia;Orthodonellidae;NA;NA;NA;NA,Orthodonellidae:352446
Otu704,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Aphanostoma;NA;NA;NA,Aphanostoma:66741
Otu1839,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;NA;NA;NA;NA;NA,Ichthyosporea:127916
Otu1838,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu1837,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu1836,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1835,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu1834,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu1833,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;NA;NA;NA,Ostreococcus:70447
Otu1832,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Nassophorea;NA;NA;NA;NA;NA;NA,Nassophorea:6015
Otu1831,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;Thaumatomonadidae;Thaumatomonas;NA;NA;NA,Thaumatomonas:45099
Otu1830,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;NA;NA;NA,Protoperidinium:261839
Otu2331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;NA;NA;NA;NA;NA;NA,Dictyochophyceae:39119
Otu2333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu2332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Amphifilida;Amphifilaceae;NA;NA;NA;NA,Amphifilaceae:1678346
Otu2335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Clade-F;Paraphysomonas;bandaiensis;NA;NA;Paraphysomonas_bandaiensis,Paraphysomonas_bandaiensis:89770
Otu2334,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;NA;NA;NA;NA,Aspidiscidae:138847
Otu2337,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,Metazoa:33208
Otu2339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;Pterocystida;Oxnerellidae;NA;NA;NA;NA;NA,Pterocystida:2607628
Otu2338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;NA;NA;NA;NA;NA;NA,Litostomatea:5988
Otu998,0,0,0,0,0,0,0,0,3,7,5,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Newhousia;NA;NA;NA;NA;NA,Newhousia:258580
Otu999,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu1789,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Apusozoa;Apusomonadidae;Group-1;NA;NA;NA;NA;NA;NA,Apusomonadidae:172820
Otu1788,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;NA;NA;NA;NA,Lecudinidae:158377
Otu2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Nephromycida;Nephromycidae;Nephromyces;NA;NA;NA,Nephromyces:873537
Otu2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Main genome;Eukaryota;Amoebozoa;Breviatea;NA;NA;NA;NA;NA;NA;NA,Breviatea:1401294
Otu1781,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu1780,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu1785,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,Metazoa:33208
Otu1784,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,Mytiloida:6546
Otu1787,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;NA;NA;NA;NA;NA,Ventricleftida:1938500
Otu1657,1,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,2,8,7,0,0,3,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;Pseudovorticella;NA;NA;NA,Pseudovorticella:310678
Otu1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;NA;NA;NA;NA;NA,Marimonadida:1736122
Otu1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;NA;NA;NA;NA,Ebriida:361424
Otu1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,Opisthokonta:33154
Otu1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria;Pleurostomatida;NA;NA;NA;NA,Pleurostomatida:197906
Otu1650,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;LAB1;LAB6;NA;NA;NA;NA,Labyrinthulomycetes:35131
Otu1659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Apusozoa;Apusomonadidae;Group-1;Amastigomonas;NA;NA;NA;NA;NA,Amastigomonas:172821
Otu1716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Malacoceros;NA;NA;NA;NA;NA,Malacoceros:104704
