Please ignore. Just helpful for HCMR logistics --> Sequenced/in progress information,Observatory-ID,ARMS-ID,MaterialSample-ID,Event-ID,Deployment Date,Collection Date,Observatory-ID,ARMS-ID,Country,Fraction_Specific,Fraction,Preservative,Filter (micrometer),Crate cover used during retrieval,OriginalSample-ID,gene_COI,COI_demultiplexed,gene_COI_negative_control,comment_COI,gene_ITS,ITS_demultiplexed,gene_ITS_negative_control,comment_ITS,gene_18S,18S_demultiplexed,gene_18S_negative_control,comment_18S,fieldReplicate,initial number of paired-end reads,initial number of paired-end reads,initial number of paired-end reads,Cleaned sequences,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,Open access date
April 2021,Laeso,Laeso1,ARMS_Laeso_Laeso1_20190819_20200811_MF100,ARMS_Laeso_Laeso1_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso1,Denmark,Motile_100um,Motile,DMSO,100,yes,ARMS_Laesoe1_190819-200811_MF100_A,ERR7127583,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127584,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127582,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso1,ARMS_Laeso_Laeso1_20190819_20200811_MF500,ARMS_Laeso_Laeso1_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso1,Denmark,Motile_500um,Motile,DMSO,500,yes,ARMS_Laesoe1_190819-200811_MF500_A,ERR7127586,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127587,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127585,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso1,ARMS_Laeso_Laeso1_20190819_20200811_SF40,ARMS_Laeso_Laeso1_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso1,Denmark,Sessile_40um,Sessile,DMSO,40,yes,ARMS_Laesoe1_190819-200811_SF40_A,ERR7127589,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127590,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127588,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso2,ARMS_Laeso_Laeso2_20190819_20200811_MF100,ARMS_Laeso_Laeso2_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso2,Denmark,Motile_100um,Motile,DMSO,100,yes,ARMS_Laesoe2_190819-200811_MF100_A,ERR7127592,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127593,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127591,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso2,ARMS_Laeso_Laeso2_20190819_20200811_SF40,ARMS_Laeso_Laeso2_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso2,Denmark,Sessile_40um,Sessile,DMSO,40,yes,ARMS_Laesoe2_190819-200811_SF40_A,ERR7127595,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127596,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127594,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso3,ARMS_Laeso_Laeso3_20190819_20200811_MF100,ARMS_Laeso_Laeso3_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso3,Denmark,Motile_100um,Motile,DMSO,100,yes,ARMS_Laesoe3_190819-200811_MF100_A,ERR7127598,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127599,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127597,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso3,ARMS_Laeso_Laeso3_20190819_20200811_MF500,ARMS_Laeso_Laeso3_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso3,Denmark,Motile_500um,Motile,DMSO,500,yes,ARMS_Laesoe3_190819-200811_MF500_A,ERR7127601,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127602,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127600,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Laeso,Laeso3,ARMS_Laeso_Laeso3_20190819_20200811_SF40,ARMS_Laeso_Laeso3_20190819_20200811,2019-08-19,2020-08-11,Laeso,Laeso3,Denmark,Sessile_40um,Sessile,DMSO,40,yes,ARMS_Laesoe3_190819-200811_SF40_A,ERR7127604,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127605,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127603,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Laeso_Laeso_20190819_20200811,,,,,,,,,,,,,,,,,,,,
April 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ARMS_Roscoff_BasBloS1_20190612_20200527,2019-06-12,2020-05-27,Roscoff,BasBloS1,France,Sessile_40um,Sessile,DMSO,40,not provided,ARMS_BasBlo_S1_190612-200527_SF40,ERR7125601,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125602,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125600,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS2,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ARMS_Roscoff_BasBloS2_20190612_20200528,2019-06-12,2020-05-28,Roscoff,BasBloS2,France,Motile_100um,Motile,DMSO,100,not provided,ARMS_BasBlo_S2_190612-200528_MF100,ERR7125604,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125605,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125603,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS2,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ARMS_Roscoff_BasBloS2_20190612_20200528,2019-06-12,2020-05-28,Roscoff,BasBloS2,France,Motile_500um,Motile,DMSO,500,not provided,ARMS_BasBlo_S2_190612-200528_MF500,ERR7125607,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125608,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125606,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Motile_100um,Motile,DMSO,100,not provided,ARMS_BasBlo_S3_190612-200529_MF100,ERR7125610,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125611,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125609,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Motile_500um,Motile,DMSO,500,not provided,ARMS_BasBlo_S3_190612-200529_MF500,ERR7125613,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125614,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125612,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Sessile_40um,Sessile,DMSO,40,not provided,ARMS_BasBlo_S3_190612-200529_SF40,ERR7125616,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125617,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125615,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Roscoff_BasBloS_20190612_20200527,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,ARMS_Svalbard_S1_20180706_20190806,2018-07-06,2019-08-06,Svalbard,S1,Norway,Motile_500um,Motile,EtOH,500,not provided,2019-Svalbard-S1-MF500-EtOH,ERR7127636,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127637,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127635,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,ARMS_Svalbard_S1_20180706_20190806,2018-07-06,2019-08-06,Svalbard,S1,Norway,Sessile_40um,Sessile,EtOH,40,not provided,2019-Svalbard-S1-SF-EtOH,ERR7127639,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127640,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127638,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804_MF100,ARMS_Svalbard_S1_20190806_20200804,2019-08-06,2020-08-04,Svalbard,S1,Norway,Motile_100um,Motile,DMSO,100,not provided,ARMS_Svalbard_S1_190806-200804_SF100,ERR7127642,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127643,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127641,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,,,,,,,,,,,,,,,,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804_MF500,ARMS_Svalbard_S1_20190806_20200804,2019-08-06,2020-08-04,Svalbard,S1,Norway,Motile_500um,Motile,DMSO,500,not provided,ARMS_Svalbard_S1_190806-200804_SF500,ERR7127645,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127646,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127644,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,,,,,,,,,,,,,,,,
April 2021,Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,ARMS_Svalbard_S2_20180708_20190805,2018-07-08,2019-08-05,Svalbard,S2,Norway,Motile_100um,Motile,EtOH,100,not provided,2019-Svalbard-S2-MF100-EtOH,ERR7127648,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127649,MiSeq (indices) / cutadapt (primers),ERR7125535,,ERR7127647,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801_SF40,ARMS_Svalbard_S2_20190805_20200801,2019-08-05,2020-08-01,Svalbard,S2,Norway,Sessile_40um,Sessile,DMSO,40,not provided,ARMS_Svalbard_S2_190805-200801_SF40,ERR7127651,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127652,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127650,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,,,,,,,,,,,,,,,,
April 2021,TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH,ARMS_TZS_Angbat_20200608_20201117,2020-06-08,2020-11-17,TZS,Angbat,Finland,Motile_100um,Motile,EtOH,100,not provided,ARMS_TZS_ANG_200608-201117_MF100_ETOH,ERR7125501,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125502,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125500,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH,ARMS_TZS_Angbat_20200608_20201117,2020-06-08,2020-11-17,TZS,Angbat,Finland,Motile_500um,Motile,EtOH,500,not provided,ARMS_TZS_ANG_200608-201117_MF500_ETOH,ERR7125504,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125505,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125503,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH,ARMS_TZS_Angbat_20200608_20201117,2020-06-08,2020-11-17,TZS,Angbat,Finland,Sessile_40um,Sessile,EtOH,40,not provided,ARMS_TZS_ANG_200608-201117_SF40_ETOH_A,ERR7125507,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125508,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125506,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Motile_100um,Motile,EtOH,100,not provided,ARMS_TZS_KUMM_200608-201120_MF100_ETOH,ERR7125510,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125511,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125509,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Motile_500um,Motile,EtOH,500,not provided,ARMS_TZS_KUMM_200608-201120_MF500_ETOH,ERR7125513,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125514,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125512,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Sessile_40um,Sessile,EtOH,40,not provided,ARMS_TZS_KUMM_200608-201120_SF40_ETOH_A,ERR7125516,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125517,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125515,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Vigo,TorallaA,ARMS_Vigo_TorallaA_20190625_20191014_SF40,ARMS_Vigo_TorallaA_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaA,Spain,Sessile_40um,Sessile,DMSO,40,not provided,JTBL_A-SF40,ERR7127691,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127692,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7127690,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Vigo_Toralla_20190625_20191014,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
January 2020,Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO,ARMS_Gdynia_GDY1_20180813_20191029,2018-08-13,2019-10-29,Gdynia,GDY1,Poland,Motile_100um,Motile,DMSO,100,not provided,1206_GDY_2018_MF100_DESS,ERR4018726,MiSeq (indices),ERR4018471,none,ERR4018724,MiSeq (indices),ERR4018473,none,ERR4018722,MiSeq (indices),ERR4018472,none,no replicate,41065,26227,26234,,Fail,Warn,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO,ARMS_Gdynia_GDY1_20180813_20191029,2018-08-13,2019-10-29,Gdynia,GDY1,Poland,Motile_500um,Motile,DMSO,500,not provided,1206_GDY_2018_MF500_DESS,ERR4018727,MiSeq (indices),ERR4018471,none,ERR4018725,MiSeq (indices),ERR4018473,none,ERR4018723,MiSeq (indices),ERR4018472,none,no replicate,45029,19404,21334,,Fail,Fail,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Koster,VH1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO,ARMS_Koster_VH1_20180418_20190527,2018-04-18,2019-05-27,Koster,VH1,Sweden,Motile_100um,Motile,DMSO,100,yes,2018_Koster_VH1_MF100_DMSO,ERR4018467,MiSeq (indices),ERR4018471,none,ERR4018462,MiSeq (indices),ERR4018473,none,ERR4018457,MiSeq (indices),ERR4018472,none,no replicate,19028,30271,18688,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,2020-04-14
January 2020,Koster,VH1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO,ARMS_Koster_VH1_20180418_20190527,2018-04-18,2019-05-27,Koster,VH1,Sweden,Motile_500um,Motile,DMSO,500,yes,2018_Koster_VH1_MF500_DMSO,ERR4018466,MiSeq (indices),ERR4018471,none,ERR4018461,MiSeq (indices),ERR4018473,none,ERR4018456,MiSeq (indices),ERR4018472,none,no replicate,17073,26666,29491,,Warn,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,2020-04-14
January 2020,Koster,VH1,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO,ARMS_Koster_VH1_20180418_20190527,2018-04-18,2019-05-27,Koster,VH1,Sweden,Sessile_40um,Sessile,DMSO,40,yes,2018_Koster_VH1_SF40_DMSO,ERR4018468,MiSeq (indices),ERR4018471,none,ERR4018463,MiSeq (indices),ERR4018473,none,ERR4018458,MiSeq (indices),ERR4018472,none,no replicate,27417,29038,18463,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2020-04-14
January 2020,Koster,VH3,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO,ARMS_Koster_VH3_20180418_20190527,2018-04-18,2019-05-27,Koster,VH3,Sweden,Motile_100um,Motile,DMSO,100,yes,2018_Koster_VH3_MF100_DMSO,ERR4018470,MiSeq (indices),ERR4018471,none,ERR4018465,MiSeq (indices),ERR4018473,none,ERR4018460,MiSeq (indices),ERR4018472,none,no replicate,32408,40728,51391,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2020-04-14
January 2020,Koster,VH3,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO,ARMS_Koster_VH3_20180418_20190527,2018-04-18,2019-05-27,Koster,VH3,Sweden,Motile_500um,Motile,DMSO,500,yes,2018_Koster_VH3_MF500_DMSO,ERR4018469,MiSeq (indices),ERR4018471,none,ERR4018464,MiSeq (indices),ERR4018473,none,ERR4018459,MiSeq (indices),ERR4018472,none,no replicate,30369,16154,39356,,Warn,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Warn,Fail,2020-04-14
January 2020,Limfjord,Green33,ARMS_Limfjord_Green33_20190618_20191029_MF100,ARMS_Limfjord_Green33_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Green33,Denmark,Motile_100um,Motile,DMSO,100,yes,2019_Limfjord_Green33_MF100_DMSO,ERR4018499,MiSeq (indices),ERR4018471,none,ERR4018490,MiSeq (indices),ERR4018473,none,ERR4018481,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,36878,14452,76057,,Warn,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Green33,ARMS_Limfjord_Green33_20190618_20191029_MF500,ARMS_Limfjord_Green33_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Green33,Denmark,Motile_500um,Motile,DMSO,500,yes,2019_Limfjord_Green33_MF500_DMSO,ERR4018497,MiSeq (indices),ERR4018471,none,ERR4018488,MiSeq (indices),ERR4018473,none,ERR4018479,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,44021,12863,13802,,Fail,Fail,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Green33,ARMS_Limfjord_Green33_20190618_20191029_SF40,ARMS_Limfjord_Green33_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Green33,Denmark,Sessile_40um,Sessile,DMSO,40,yes,2019_Limfjord_Green33_SF_DMSO,ERR4018498,MiSeq (indices),ERR4018471,none,ERR4018489,MiSeq (indices),ERR4018473,none,ERR4018480,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,21433,265,21546,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Red2,ARMS_Limfjord_Red2_20190618_20191029_MF100,ARMS_Limfjord_Red2_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Red2,Denmark,Motile_100um,Motile,DMSO,100,yes,2019_Limfjord_Red2_MF100_DMSO,ERR4018502,MiSeq (indices),ERR4018471,none,ERR4018493,MiSeq (indices),ERR4018473,none,ERR4018484,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,28067,15913,22740,,Pass,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,2021-05-01
January 2020,Limfjord,Red2,ARMS_Limfjord_Red2_20190618_20191029_MF500,ARMS_Limfjord_Red2_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Red2,Denmark,Motile_500um,Motile,DMSO,500,yes,2019_Limfjord_Red2_MF500_DMSO,ERR4018500,MiSeq (indices),ERR4018471,none,ERR4018491,MiSeq (indices),ERR4018473,none,ERR4018482,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,28799,13,22176,,Warn,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Red2,ARMS_Limfjord_Red2_20190618_20191029_SF40,ARMS_Limfjord_Red2_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Red2,Denmark,Sessile_40um,Sessile,DMSO,40,yes,2019_Limfjord_Red2_SF_DMSO,ERR4018501,MiSeq (indices),ERR4018471,none,ERR4018492,MiSeq (indices),ERR4018473,none,ERR4018483,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,23322,7,25548,,Fail,Pass,Fail,Pass,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Yellow8,ARMS_Limfjord_Yellow8_20190618_20191029_MF100,ARMS_Limfjord_Yellow8_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Yellow8,Denmark,Motile_100um,Motile,DMSO,100,not provided,2019_Limfjord_Yellow8_MF100_DMSO,ERR4018496,MiSeq (indices),ERR4018471,none,ERR4018487,MiSeq (indices),ERR4018473,none,ERR4018478,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,23533,14345,17264,,Pass,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,2021-05-01
January 2020,Limfjord,Yellow8,ARMS_Limfjord_Yellow8_20190618_20191029_MF500,ARMS_Limfjord_Yellow8_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Yellow8,Denmark,Motile_500um,Motile,DMSO,500,not provided,2019_Limfjord_Yellow8_MF500_DMSO,ERR4018494,MiSeq (indices),ERR4018471,none,ERR4018485,MiSeq (indices),ERR4018473,none,ERR4018476,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,24725,31779,32179,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Limfjord,Yellow8,ARMS_Limfjord_Yellow8_20190618_20191029_SF40,ARMS_Limfjord_Yellow8_20190618_20191029,2019-06-18,2019-10-29,Limfjord,Yellow8,Denmark,Sessile_40um,Sessile,DMSO,40,not provided,2019_Limfjord_Yellow8_SF_DMSO,ERR4018495,MiSeq (indices),ERR4018471,none,ERR4018486,MiSeq (indices),ERR4018473,none,ERR4018477,MiSeq (indices),ERR4018472,none,ARMS_Limfjord_Limfjord_20190618_20191029,13887,14153,36343,,Fail,Fail,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
