OTUID,taxonomicClassificationOrig,Domain,Supergroup,Division/Kingdom,Phylum/Class,Level_X,Level_XX,Level_XXX,Level_XXXX,Level_XXXXX,genus_species
Otu643,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,NA,NA,NA,NA,NA
Otu129,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,NA,NA,NA,NA,NA
Otu127,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae;Group (Abeoformidae);MAIP;Abeoformidae (MAIP);Group (Abeoformidae (MAIP));MAIP (Group (Abeoformidae (MAIP)));X (MAIP (Group (Abeoformidae (MAIP))));Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP)))));Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))));MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP)))))));X (MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))))));sp. (X (MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))))))),Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae,MAIP,NA,NA,NA
Otu126,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,NA,NA,NA,NA
Otu125,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Calcarea,Eukaryota,Opisthokonta,Metazoa,Porifera,Calcarea,NA,NA,NA,NA,NA
Otu124,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mamiella;Mamiella (genus);gilva (Mamiella (genus)),Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,NA,NA,NA
Otu123,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu120,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Alcyonidium;Alcyonidium (strain);mamillatum,Eukaryota,Opisthokonta,Metazoa,Bryozoa,Alcyonidium,mamillatum,NA,NA,NA,Alcyonidium_mamillatum
Otu61,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu60,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu63,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
Otu62,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Unknown Chaetoceros species 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Chaetoceros,NA,NA,NA,NA
Otu65,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu64,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage (family);X (Protaspa-lineage (family));Protaspa-lineage (X (Protaspa-lineage (family)));X (Protaspa-lineage (X (Protaspa-lineage (family))));sp. (X (Protaspa-lineage (X (Protaspa-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,NA,NA,NA,NA
Otu67,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae (class);X (Phaeophyceae (class));Phaeophyceae (X (Phaeophyceae (class)));XX (Phaeophyceae (X (Phaeophyceae (class))));Syringoderma;Syringoderma (strain);phinneyi,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Syringoderma,phinneyi,NA,NA,NA,Syringoderma_phinneyi
Otu66,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Unknown X (Chromadorea (order)) genus 1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
Otu69,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu68,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;Pseudoperkinsidae (family);X (Pseudoperkinsidae (family));Pseudoperkinsidae (X (Pseudoperkinsidae (family)));X (Pseudoperkinsidae (X (Pseudoperkinsidae (family))));sp. (X (Pseudoperkinsidae (X (Pseudoperkinsidae (family))))),Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,NA,NA,NA,NA
Otu747,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu633,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Amphiprora;Amphiprora (species);Unknown Amphiprora (species) strain 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,Amphiprora,NA,NA,NA,NA
Otu632,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 5,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,NA,NA,NA,NA,NA
Otu631,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;CCW10-lineage (family);X (CCW10-lineage (family));CCW10-lineage (X (CCW10-lineage (family)));X (CCW10-lineage (X (CCW10-lineage (family))));sp. (X (CCW10-lineage (X (CCW10-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,CCW10-lineage,NA,NA,NA,NA
Otu630,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Spio;Spio (strain);sp. (Spio (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Spio,NA,NA,NA,NA,NA
Otu637,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cyclopina;Unknown Cyclopina genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cyclopina,NA,NA,NA
Otu636,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Capitella;Capitella (strain);sp. (Capitella (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Capitella,NA,NA,NA,NA,NA
Otu635,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Unknown Gastropoda order 1,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,NA,NA,NA,NA,NA
Otu634,Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae;Group (Monosigidae);M (Group (Monosigidae));Salpingoeca (M (Group (Monosigidae)));M (Salpingoeca (M (Group (Monosigidae))));Salpingoeca (M (Salpingoeca (M (Group (Monosigidae)))));urceolata,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae,urceolata,NA,NA,Monosigidae_urceolata
Otu639,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Unknown Turbellaria order 1,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
Otu769,Main genome;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachniophyceae (class);X (Chlorarachniophyceae (class));LC104-lineage;LC104-lineage (genus);X (LC104-lineage (genus));LC104-lineage (X (LC104-lineage (genus)));X (LC104-lineage (X (LC104-lineage (genus))));sp. (X (LC104-lineage (X (LC104-lineage (genus))))),Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,LC104-lineage,NA,NA,NA,NA,NA
Otu768,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Arenicola;Arenicola (strain);marina (Arenicola (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Arenicola,NA,NA,NA,NA,NA
Otu496,Main genome;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata (class);X (Echinodermata (class));Echinodermata (X (Echinodermata (class)));XX (Echinodermata (X (Echinodermata (class)))),Eukaryota,Opisthokonta,Metazoa,Echinodermata,NA,NA,NA,NA,NA,NA
Otu495,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;Thaumatomonadida (order);X (Thaumatomonadida (order));Thaumatomonadida (X (Thaumatomonadida (order)));XX (Thaumatomonadida (X (Thaumatomonadida (order))));Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order)))));XX (Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order))))));sp. (XX (Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,NA,NA,NA,NA,NA
Otu733,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));GRE3;Gregarinomorphea (GRE3);X (Gregarinomorphea (GRE3));GRE3 (X (Gregarinomorphea (GRE3)));X (GRE3 (X (Gregarinomorphea (GRE3))));Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))));X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))));GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))));XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))));Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))))));X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))));GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))))))));XX (GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))))));sp. (XX (GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,GRE3,NA,NA,NA,NA,NA
Otu730,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;Peregriniidae;Peregrinia;Peregrinia (genus);Unknown Peregrinia (genus) species 1,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,NA,NA,NA
Otu731,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12E;MAST-12E (order);X (MAST-12E (order));MAST-12E (X (MAST-12E (order)));XX (MAST-12E (X (MAST-12E (order))));MAST-12E (XX (MAST-12E (X (MAST-12E (order)))));XX (MAST-12E (XX (MAST-12E (X (MAST-12E (order))))));sp. (XX (MAST-12E (XX (MAST-12E (X (MAST-12E (order))))))),Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12E,NA,NA,NA,NA,NA
Otu736,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Penardia-lineage,NA,NA,NA,NA
Otu751,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Haliphthorales;Haliphthorales (genus);X (Haliphthorales (genus));Haliphthorales (X (Haliphthorales (genus)));X (Haliphthorales (X (Haliphthorales (genus))));sp. (X (Haliphthorales (X (Haliphthorales (genus))))),Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Haliphthorales,NA,NA,NA,NA,NA
Otu737,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda;Unknown Caenogastropoda family 1,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,NA
Otu734,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2 (family);X (Dino-Group-I-Clade-2 (family));Dino-Group-I-Clade-2 (X (Dino-Group-I-Clade-2 (family)));X (Dino-Group-I-Clade-2 (X (Dino-Group-I-Clade-2 (family))));sp. (X (Dino-Group-I-Clade-2 (X (Dino-Group-I-Clade-2 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,NA,NA,NA,NA
Otu735,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);EUG3;Eugregarinorida (EUG3);EUG3 (Eugregarinorida (EUG3));X (EUG3 (Eugregarinorida (EUG3)));Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))));EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))));X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))));sp. (X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,EUG3,NA,NA,NA,NA
Otu462,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Endogenida;Endogenida (family);X (Endogenida (family));Endogenida (X (Endogenida (family)));X (Endogenida (X (Endogenida (family))));sp. (X (Endogenida (X (Endogenida (family))))),Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Suctoria,Endogenida,NA,NA,NA,NA
Otu463,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
Otu460,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros (species);Unknown Chaetoceros (species) strain 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Chaetoceros,NA,NA,NA,NA
Otu461,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,NA,NA,NA,NA,NA,NA
Otu466,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;K;Strombidium (K);K (Strombidium (K));Strombidium (K (Strombidium (K)));K (Strombidium (K (Strombidium (K))));sp. (K (Strombidium (K (Strombidium (K))))),Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,K,NA,NA,NA
Otu467,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Cylindrostoma;Cylindrostoma (genus);Unknown Cylindrostoma (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Prolecithophora,Cylindrostoma,NA,NA,NA
Otu464,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Sellaphora;Unknown Sellaphora species 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,Sellaphora,NA,NA,NA,NA
Otu465,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage (family);X (Protaspa-lineage (family));Protaspa-lineage (X (Protaspa-lineage (family)));X (Protaspa-lineage (X (Protaspa-lineage (family))));sp. (X (Protaspa-lineage (X (Protaspa-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,NA,NA,NA,NA
Otu783,Main genome;Eukaryota;Stramenopiles,Eukaryota,Stramenopiles,NA,NA,NA,NA,NA,NA,NA,NA
Otu782,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu468,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Botuliformidae;Botuliforma;Unknown Botuliforma genus 1,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Botuliformidae,Botuliforma,NA,NA,NA
Otu469,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,NA,NA,NA,NA,NA,NA
Otu787,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Raphid-pennate (genus);X (Raphid-pennate (genus));Raphid-pennate (X (Raphid-pennate (genus)));X (Raphid-pennate (X (Raphid-pennate (genus))));sp. (X (Raphid-pennate (X (Raphid-pennate (genus))))),Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu786,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,NA,NA,NA,NA,NA
Otu784,Main genome;Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae (order);Group-1 (Planomonadidae (order));Planomonadidae (Group-1 (Planomonadidae (order)));Group-1 (Planomonadidae (Group-1 (Planomonadidae (order))));X (Group-1 (Planomonadidae (Group-1 (Planomonadidae (order)))));Planomonadidae (X (Group-1 (Planomonadidae (Group-1 (Planomonadidae (order))))));Group-1 (Planomonadidae (X (Group-1 (Planomonadidae (Group-1 (Planomonadidae (order)))))));X (Group-1 (Planomonadidae (X (Group-1 (Planomonadidae (Group-1 (Planomonadidae (order))))))));sp. (X (Group-1 (Planomonadidae (X (Group-1 (Planomonadidae (Group-1 (Planomonadidae (order))))))))),Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,NA,NA,NA,NA,NA
Otu549,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;Thraustochytriaceae (family);LAB17;Thraustochytriaceae (LAB17);LAB17 (Thraustochytriaceae (LAB17));sp. (LAB17 (Thraustochytriaceae (LAB17))),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytrida,Thraustochytriaceae,LAB17,NA,NA,NA
Otu548,Main genome;Eukaryota;Amoebozoa;Lobosa;Lobosa (phylum);X (Lobosa (phylum));Unknown X (Lobosa (phylum)) order 1,Eukaryota,Amoebozoa,Lobosa,NA,NA,NA,NA,NA,NA,NA
Otu545,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Penardia-lineage,NA,NA,NA,NA
Otu544,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Haliphthorales;Unknown Haliphthorales genus 1,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Haliphthorales,NA,NA,NA,NA,NA
Otu547,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu546,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,NA,NA,NA,NA,NA,NA
Otu540,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1 (family);X (Dino-Group-I-Clade-1 (family));Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family)));X (Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family))));sp. (X (Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,NA,NA,NA,NA
Otu543,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea (class);X (Filosa-Thecofilosea (class));Filosa-Thecofilosea (X (Filosa-Thecofilosea (class)));XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class))));Filosa-Thecofilosea (XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class)))));XXX (Filosa-Thecofilosea (XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class))))));Filosa-Thecofilosea (XXX (Filosa-Thecofilosea (XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class)))))));XXX (Filosa-Thecofilosea (XXX (Filosa-Thecofilosea (XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class))))))));sp. (XXX (Filosa-Thecofilosea (XXX (Filosa-Thecofilosea (XX (Filosa-Thecofilosea (X (Filosa-Thecofilosea (class))))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,NA,NA,NA,NA,NA,NA
Otu542,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-32;Dino-Group-II-Clade-32 (family);X (Dino-Group-II-Clade-32 (family));Dino-Group-II-Clade-32 (X (Dino-Group-II-Clade-32 (family)));X (Dino-Group-II-Clade-32 (X (Dino-Group-II-Clade-32 (family))));sp. (X (Dino-Group-II-Clade-32 (X (Dino-Group-II-Clade-32 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-32,NA,NA,NA,NA
Otu764,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Scoloplos;Scoloplos (strain);armiger,Eukaryota,Opisthokonta,Metazoa,Annelida,Scoloplos,armiger,NA,NA,NA,Scoloplos_armiger
Otu608,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryomonadida (order);X (Cryomonadida (order));Cryomonadida (X (Cryomonadida (order)));XX (Cryomonadida (X (Cryomonadida (order))));Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order)))));XX (Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order))))));sp. (XX (Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,NA,NA,NA,NA,NA
Otu609,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Amphiscolops;Amphiscolops (genus);Unknown Amphiscolops (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Acoelomorpha,Amphiscolops,NA,NA,NA
Otu761,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Vampyrellida (order);X (Vampyrellida (order));Vampyrellida (X (Vampyrellida (order)));clade (Vampyrellida (X (Vampyrellida (order))));B (clade (Vampyrellida (X (Vampyrellida (order)))));Vampyrellida (B (clade (Vampyrellida (X (Vampyrellida (order))))));sp. (Vampyrellida (B (clade (Vampyrellida (X (Vampyrellida (order))))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,NA,NA,NA,NA,NA
Otu763,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae;Group (Abeoformidae);MAIP;Abeoformidae (MAIP);Group (Abeoformidae (MAIP));MAIP (Group (Abeoformidae (MAIP)));X (MAIP (Group (Abeoformidae (MAIP))));Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP)))));Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))));MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP)))))));X (MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))))));sp. (X (MAIP (Group (Abeoformidae (X (MAIP (Group (Abeoformidae (MAIP))))))))),Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae,MAIP,NA,NA,NA
Otu762,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Penardia-lineage,NA,NA,NA,NA
Otu602,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));XX (Chrysophyceae (X (Chrysophyceae (class))));Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class)))));XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class))))));Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class)))))));XXX (Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class))))))));sp. (XXX (Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class))))))))),Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,NA,NA,NA,NA,NA,NA
Otu603,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA
