EventID,MaterialSampleID,Gene_COI,Gene_COI_negative_control,Gene_COI_demultiplexed,Gene_COI_comment,Gene_ITS,Gene_ITS_negative_control,Gene_ITS_demultiplexed,Gene_ITS_comment,Gene_18S,Gene_18S_negative_control,Gene_18S_demultiplexed,Gene_18S_comment,OriginalSampleID,ReplicateMaterialSampleID,SequencingRunRepeat,SequencingRunComment
ARMS_Crete_2UBPC_20201120_20220901,ARMS_Crete_2UBPC_20201120_20220901_MF90,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_Crete_2UBPC_20201120_20220901_MF90,ARMS_Crete_2UBPC_20201120_20220901_MF90_r1,first sequencing run,
ARMS_Crete_2UBPC_20201120_20220901,ARMS_Crete_2UBPC_20201120_20220901_SF,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_Crete_2UBPC_20201120_20220901_SF,ARMS_Crete_2UBPC_20201120_20220901_SF_r1,first sequencing run,
ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_MF100,ERR7127623,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127611,ERR7125581,MiSeq (indices),none,ARMS_Katza_1_181024-200607_100_1,ARMS_Eilat_Katza1_20181024_20200706_MF100_r1,first sequencing run,
ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_MF500,ERR12541474,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541376,ERR12541383,MiSeq (indices) / cutadapt (primers),none,ARMS_Katza_1_181024-200607_500_1,ARMS_Eilat_Katza1_20181024_20200706_MF500_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_MF500,ERR7127624,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127612,ERR7125581,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,ARMS_Katza_1_181024-200607_500_1,ARMS_Eilat_Katza1_20181024_20200706_MF500_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_SF45,ERR7127625,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127613,ERR7125581,MiSeq (indices),none,ARMS_Katza_1_181024-200607_45_1,ARMS_Eilat_Katza1_20181024_20200706_SF45_r1,first sequencing run,
ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_MF100,ERR7127626,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127614,ERR7125581,MiSeq (indices),none,ARMS_Katza_2_181024-200803_100_2,ARMS_Eilat_Katza2_20181024_20200803_MF100_r1,first sequencing run,
ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_MF500,ERR7127627,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127615,ERR7125581,MiSeq (indices),none,ARMS_Katza_2_181024-200803_500_2,ARMS_Eilat_Katza2_20181024_20200803_MF500_r1,first sequencing run,
ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_SF45,ERR7127628,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127616,ERR7125581,MiSeq (indices),none,ARMS_Katza_2_181024-200803_45_2,ARMS_Eilat_Katza2_20181024_20200803_SF45_r1,first sequencing run,
ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100,ERR7127629,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127617,ERR7125581,MiSeq (indices),none,ARMS_NR_1_181017-200204_100_1,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,first sequencing run,
ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF500,ERR7127630,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127618,ERR7125581,MiSeq (indices),none,ARMS_NR_1_181017-200204_500_1,ARMS_Eilat_NR1_20181017_20200204_MF500_r1,first sequencing run,
ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_SF45,ERR7127631,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127619,ERR7125581,MiSeq (indices),none,ARMS_NR_1_181017-200204_45_1,ARMS_Eilat_NR1_20181017_20200204_SF45_r1,first sequencing run,
ARMS_Eilat_NR2_20181017_20200524,ARMS_Eilat_NR2_20181017_20200524_MF100,ERR7127632,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127620,ERR7125581,MiSeq (indices),none,ARMS_NR_2_181017-200524_100_2,ARMS_Eilat_NR2_20181017_20200524_MF100_r1,first sequencing run,
ARMS_Eilat_NR2_20181017_20200524,ARMS_Eilat_NR2_20181017_20200524_MF500,ERR7127633,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127621,ERR7125581,MiSeq (indices),none,ARMS_NR_2_181017-200524_500_2,ARMS_Eilat_NR2_20181017_20200524_MF500_r1,first sequencing run,
ARMS_Eilat_NR2_20181017_20200524,ARMS_Eilat_NR2_20181017_20200524_SF45,ERR7127634,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127622,ERR7125581,MiSeq (indices),none,ARMS_NR_2_181017-200524_45_2,ARMS_Eilat_NR2_20181017_20200524_SF45_r1,first sequencing run,
ARMS_Galway_Gurr1_20200721_20210708,ARMS_Galway_Gurr1_20200721_20210708_MF100,ERR12541401,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541303,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr1_200721-210708_MF100A,ARMS_Galway_Gurr1_20200721_20210708_MF100_r1,first sequencing run,
ARMS_Galway_Gurr1_20200721_20210708,ARMS_Galway_Gurr1_20200721_20210708_MF500,ERR12541402,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541304,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr1_200721-210708_MF500A,ARMS_Galway_Gurr1_20200721_20210708_MF500_r1,first sequencing run,
ARMS_Galway_Gurr1_20200721_20210708,ARMS_Galway_Gurr1_20200721_20210708_SF40,ERR12541403,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541305,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr1_200721-210708_SF40A,ARMS_Galway_Gurr1_20200721_20210708_SF40_r1,first sequencing run,
ARMS_Galway_Gurr2_20200721_20210707,ARMS_Galway_Gurr2_20200721_20210707_MF100,ERR12541404,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541306,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr2_200721-210707_MF100A,ARMS_Galway_Gurr2_20200721_20210707_MF100_r1,first sequencing run,
ARMS_Galway_Gurr2_20200721_20210707,ARMS_Galway_Gurr2_20200721_20210707_MF500,ERR12541405,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541307,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr2_200721-210707_MF500A,ARMS_Galway_Gurr2_20200721_20210707_MF500_r1,first sequencing run,
ARMS_Galway_Gurr2_20200721_20210707,ARMS_Galway_Gurr2_20200721_20210707_SF40,ERR12541406,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541308,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr2_200721-210707_SF40A,ARMS_Galway_Gurr2_20200721_20210707_SF40_r1,first sequencing run,
ARMS_Galway_Gurr3_20200723_20210708,ARMS_Galway_Gurr3_20200723_20210708_MF100,ERR12541407,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541309,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr3_200723-210708_MF100A,ARMS_Galway_Gurr3_20200723_20210708_MF100_r1,first sequencing run,
ARMS_Galway_Gurr3_20200723_20210708,ARMS_Galway_Gurr3_20200723_20210708_MF500,ERR12541408,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541310,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr3_200723-210708_MF500A,ARMS_Galway_Gurr3_20200723_20210708_MF500_r1,first sequencing run,
ARMS_Galway_Gurr3_20200723_20210708,ARMS_Galway_Gurr3_20200723_20210708_SF40,ERR12541409,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541311,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Galway_Gurr3_200723-210708_SF40A,ARMS_Galway_Gurr3_20200723_20210708_SF40_r1,first sequencing run,
ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO,ERR4018726,ERR4018471,MiSeq (indices),none,ERR4018724,ERR4018473,MiSeq (indices),none,ERR4018722,ERR4018472,MiSeq (indices),none,1206_GDY_2018_MF100_DESS,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,first sequencing run,
ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO,ERR4018727,ERR4018471,MiSeq (indices),none,ERR4018725,ERR4018473,MiSeq (indices),none,ERR4018723,ERR4018472,MiSeq (indices),none,1206_GDY_2018_MF500_DESS,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO_r1,first sequencing run,
ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO,ERR12541471,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541373,ERR12541383,MiSeq (indices) / cutadapt (primers),none,1206_GDY_2018_SF-Plate1-DESS,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO,ERR12542761,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR12542762,ERR7125535,MiSeq (indices) / cutadapt (primers),unsuccessful sequencing: no OTUs/ASVs,ERR12542760,ERR7125533,MiSeq (indices) / cutadapt (primers),none,1206_GDY_2018_SF-Plate1-DESS,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Gdynia_GDY1_20190619_20191029,ARMS_Gdynia_GDY1_20190619_20191029_MF100,ERR9632087,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632072,ERR9632062,MiSeq (indices),none,1285_GDY_2019_MF100-DESS,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,first sequencing run,
ARMS_Gdynia_GDY1_20190619_20191029,ARMS_Gdynia_GDY1_20190619_20191029_MF500,ERR7125527,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125528,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125526,ERR7125533,MiSeq (indices) / cutadapt (primers),none,1285_GDY_2019_MF500-DESS,ARMS_Gdynia_GDY1_20190619_20191029_MF500_r1,first sequencing run,
ARMS_Gdynia_GDY1_20190619_20191029,ARMS_Gdynia_GDY1_20190619_20191029_SF38,ERR9632088,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632073,ERR9632062,MiSeq (indices),none,1285_GDY_2019_SF-Plate1-DESS,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,first sequencing run,
ARMS_Getxo_G1_20190624_20191016,ARMS_Getxo_G1_20190624_20191016_MF100,ERR7127704,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127693,ERR7125581,MiSeq (indices),none,Getxo-G1-MF100-A-DMSO,ARMS_Getxo_G1_20190624_20191016_MF100_r1,first sequencing run,
ARMS_Getxo_G1_20190624_20191016,ARMS_Getxo_G1_20190624_20191016_MF500,ERR7127705,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127694,ERR7125581,MiSeq (indices),none,Getxo-G1-MF500-A-DMSO,ARMS_Getxo_G1_20190624_20191016_MF500_r1,first sequencing run,
ARMS_Getxo_G1_20190624_20191016,ARMS_Getxo_G1_20190624_20191016_SF40,ERR7127706,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127695,ERR7125581,MiSeq (indices),none,Getxo-G1-SF40-A-DMSO,ARMS_Getxo_G1_20190624_20191016_SF40_r1,first sequencing run,
ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100,ERR7127667,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127668,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127666,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G1-MF100-A-B-C-DMSO,ARMS_Getxo_G1_20200624_20201103_MF100_r1,first sequencing run,
ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF500,ERR7127670,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127671,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127669,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G1-MF500-A-B-C-DMSO,ARMS_Getxo_G1_20200624_20201103_MF500_r1,first sequencing run,
ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_SF40,ERR7127673,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127674,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127672,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G1-SF40-A-B-C-DMSO,ARMS_Getxo_G1_20200624_20201103_SF40_r1,first sequencing run,
ARMS_Getxo_G2_20190624_20191016,ARMS_Getxo_G2_20190624_20191016_MF100,ERR7127676,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127677,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127675,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G2-MF100-A-DMSO,ARMS_Getxo_G2_20190624_20191016_MF100_r1,first sequencing run,
ARMS_Getxo_G2_20190624_20191016,ARMS_Getxo_G2_20190624_20191016_MF500,ERR7127707,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127696,ERR7125581,MiSeq (indices),none,Getxo-G2-MF500-A-DMSO,ARMS_Getxo_G2_20190624_20191016_MF500_r1,first sequencing run,
ARMS_Getxo_G2_20190624_20191016,ARMS_Getxo_G2_20190624_20191016_SF40,ERR7127708,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127697,ERR7125581,MiSeq (indices),none,Getxo-G2-SF40-A-DMSO,ARMS_Getxo_G2_20190624_20191016_SF40_r1,first sequencing run,
ARMS_Getxo_G2_20200624_20201103,ARMS_Getxo_G2_20200624_20201103_MF100,ERR7127679,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127680,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127678,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G2-MF100-A-B-C-DMSO,ARMS_Getxo_G2_20200624_20201103_MF100_r1,first sequencing run,
ARMS_Getxo_G2_20200624_20201103,ARMS_Getxo_G2_20200624_20201103_SF40,ERR7127682,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127683,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127681,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G2-SF40-A-B-C-DMSO,ARMS_Getxo_G2_20200624_20201103_SF40_r1,first sequencing run,
ARMS_Getxo_G3_20190624_20191016,ARMS_Getxo_G3_20190624_20191016_MF100,ERR7127709,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127698,ERR7125581,MiSeq (indices),none,Getxo-G3-MF100-A-DMSO,ARMS_Getxo_G3_20190624_20191016_MF100_r1,first sequencing run,
ARMS_Getxo_G3_20190624_20191016,ARMS_Getxo_G3_20190624_20191016_MF500,ERR7127710,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127699,ERR7125581,MiSeq (indices),none,Getxo-G3-MF500-A-DMSO,ARMS_Getxo_G3_20190624_20191016_MF500_r1,first sequencing run,
ARMS_Getxo_G3_20190624_20191016,ARMS_Getxo_G3_20190624_20191016_SF40,ERR7127711,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127700,ERR7125581,MiSeq (indices),none,Getxo-G3-SF40-A-DMSO,ARMS_Getxo_G3_20190624_20191016_SF40_r1,first sequencing run,
ARMS_Getxo_G3_20200624_20201103,ARMS_Getxo_G3_20200624_20201103_MF100,ERR7127685,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127686,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127684,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G3-MF100-A-B-C-DMSO,ARMS_Getxo_G3_20200624_20201103_MF100_r1,first sequencing run,
ARMS_Getxo_G3_20200624_20201103,ARMS_Getxo_G3_20200624_20201103_SF40,ERR7127688,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127689,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127687,ERR7125533,MiSeq (indices) / cutadapt (primers),none,Getxo-G3-SF40-A-B-C-DMSO,ARMS_Getxo_G3_20200624_20201103_SF40_r1,first sequencing run,
ARMS_GulfOfPiran_BojaVida_20200611_20210728,ARMS_GulfOfPiran_BojaVida_20200611_20210728_MF40_DMSO,ERR12541410,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541312,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS DMSO Mobile ,ARMS_GulfOfPiran_BojaVida_20200611_20210728_MF40_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_BojaVida_20200611_20210728,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF100_DMSO,none,none,none,sample not found,none,none,none,discontinued,none,none,none,sample not found,ARMS DMSO Sessile 29/7/2021,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF100_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_BojaVida_20200611_20210728,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF40_DMSO,ERR12541411,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541313,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS DMSO Sessile 29/7/2021,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF40_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF100_DMSO,ERR7127578,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127574,ERR7125581,MiSeq (indices),none,DESS MOB2,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF100_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF100_ETOH,ERR7127579,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127575,ERR7125581,MiSeq (indices),none,etOH MOB2,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF100_ETOH_r1,first sequencing run,
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_DMSO,ERR4018549,ERR3460471,MiSeq (indices),none,ERR4018547,ERR4018475,MiSeq (indices),none,ERR4605229,ERR4605902,MiSeq (indices) / cutadapt (primers),none,DESS MOB4,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH,ERR12541473,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541375,ERR12541383,MiSeq (indices) / cutadapt (primers),no successful amplification & unsuccessful sequencing: no OTUs/ASVs,etOH MOB4,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH,none,none,none,no successful amplification,ERR4018548,ERR4018475,MiSeq (indices),none,ERR4605230,ERR4605902,MiSeq (indices) / cutadapt (primers),none,etOH MOB4,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_DMSO,ERR7127580,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127576,ERR7125581,MiSeq (indices),none,DESS SES,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH,ERR12541472,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541374,ERR12541383,MiSeq (indices) / cutadapt (primers),none,etOH SES,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_GulfOfPiran_Fornace_20180815_20181118,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH,ERR7127581,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127577 ,ERR7125581,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,etOH SES,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_GulfOfPiran_LukaKP_20210223_20210622,ARMS_GulfOfPiran_LukaKP_20210223_20210622_MF40_DMSO,ERR12541412,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541314,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS Mobile Phase DMSO/NaCl 22/6/2021,ARMS_GulfOfPiran_LukaKP_20210223_20210622_MF40_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_LukaKP_20210223_20210622,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_DMSO,ERR12541413,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541315,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS Sessile DMSO 22/6/2021,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_LukaKP_20210622_20211027,ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO,ERR12541414,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541316,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS LukaKP_A1_22.6.2021-27.10.2021 Mobile 28.10.2021,ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_LukaKP_20210622_20211027,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO,none,none,none,sample not found,none,none,none,discontinued,none,none,none,sample not found,ARMS DMSO Sessile 28/6/2021,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO_r1,first sequencing run,
ARMS_GulfOfPiran_LukaKP_20210622_20211027,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO,ERR12541415,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541317,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS LukaKP_A1_22.6.2021-27.10.2021 Sessile DMSO 28.10.2021,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO_r1,first sequencing run,
ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO,ERR4018467,ERR4018471,MiSeq (indices),none,ERR4018462,ERR4018473,MiSeq (indices),none,ERR4018457,ERR4018472,MiSeq (indices),none,2018_Koster_VH1_MF100_DMSO,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,first sequencing run,
ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO,ERR4018466,ERR4018471,MiSeq (indices),none,ERR4018461,ERR4018473,MiSeq (indices),none,ERR4018456,ERR4018472,MiSeq (indices),none,2018_Koster_VH1_MF500_DMSO,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO_r1,first sequencing run,
ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO,ERR4018468,ERR4018471,MiSeq (indices),none,ERR4018463,ERR4018473,MiSeq (indices),none,ERR4018458,ERR4018472,MiSeq (indices),none,2018_Koster_VH1_SF40_DMSO,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO_r1,first sequencing run,
ARMS_Koster_VH1_20190527_20200716,ARMS_Koster_VH1_20190527_20200716_MF100,ERR12541475,ERR12541481,MiSeq (indices) / cutadapt (primers),no successful amplification & unsuccessful sequencing: no OTUs/ASVs,none,none,none,discontinued,ERR12541377,ERR12541383,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH1_190527-200716_ MF100,ARMS_Koster_VH1_20190527_20200716_MF100_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Koster_VH1_20190527_20200716,ARMS_Koster_VH1_20190527_20200716_MF100,ERR4914103,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914161,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914045 ,ERR4914102,MiSeq (indices) / cutadapt (primers),unsuccessful sequencing: no OTUs/ASVs,ARMS_KOSTER_VH1_190527-200716_ MF100,ARMS_Koster_VH1_20190527_20200716_MF100_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Koster_VH1_20190527_20200716,ARMS_Koster_VH1_20190527_20200716_MF500,ERR12541476,ERR12541481,MiSeq (indices) / cutadapt (primers),no successful amplification & unsuccessful sequencing: no OTUs/ASVs,none,none,none,discontinued,ERR12541378,ERR12541383,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH1_190527-200716_ MF500,ARMS_Koster_VH1_20190527_20200716_MF500_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Koster_VH1_20190527_20200716,ARMS_Koster_VH1_20190527_20200716_MF500,ERR4914104,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914162,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914046 ,ERR4914102,MiSeq (indices) / cutadapt (primers),unsuccessful sequencing: no OTUs/ASVs,ARMS_KOSTER_VH1_190527-200716_ MF500,ARMS_Koster_VH1_20190527_20200716_MF500_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
